gretl	/software /art/film
doldrums	/music /organization/company /person/artist /organization /person/musician /person
neutralisation	/biology
sangeetha	/person/actor /person/artist /person
weathercaster	/title
akaroa	/location/city /location
tup	/written_work
livelihood	/person/artist /art/film /person/musician /written_work
umbo	/person/artist /person
douala	/location/city /location /building
gowrie	/location/city /location
bauru	/location/city /location /food
eberhardt	/location/city /location
duplo	/person/musician /person/artist
tvg	/broadcast_network /organization /person/artist /organization/company
gundy	/location
dorma	/organization /organization/company
kodaira	/location/city /location
whitecross	/location /person/artist /location/city /person/musician /person
cathinone	/medicine/medical_treatment /medicine/drug /chemistry
hoylake	/location/city /location
decongestant	/medicine/medical_treatment
diachrysia	/living_thing
orthopaedics	/written_work
etcheverry	/person/actor /person
victorinox	/organization /organization/company
lavoir	/location
gratiot	/location/city /location
foudre	/art/film
rizzo	/person/actor /person/artist /person/athlete /person/musician /person
kimbolton	/location/city /location
viollet	/written_work
keyport	/location/city /location
ovett	/location/city /location
cyber	/art/film /person/artist /person /organization /person/musician /organization/company
hanamaki	/location/city /location
rosal	/person/musician /person/artist
natalis	/person
vekoma	/organization /organization/company
instagram	/software
starved	/art/film /broadcast_program
repetition	/music /art /person/artist /product /written_work
yma	/person/artist
bandila	/broadcast_program
lcd	/person/artist /person/musician /organization /organization/company /person
abdera	/location/city /location
cix	/internet/website
ostiense	/location
antipodes	/art /product/ship /written_work
advising	/person/musician /person/artist
todmorden	/location/city /location
fasb	/organization /person/author /organization/company
manana	/person/musician /music /person/artist /written_work
hygrophila	/living_thing
caryophyllales	/living_thing
pistachio	/living_thing /art/film /food
oblast	/art/film /location
energy	/music /person/actor /person/artist /person /person/musician /written_work /game /art /location /product /location/city /organization /organization/company
astrazeneca	/organization /organization/company
qian	/person/author /person
varada	/location
kms	/disease /organization /organization/company
bitters	/written_work /food
dassel	/location/city /location
lobau	/location/city /location
hirsutella	/living_thing
coons	/location/city /location
bellhouse	/person/artist
wolseley	/location/city /location /organization/company
kiwa	/living_thing /location /person/artist /location/city /person/musician
airforce	/person/artist /broadcast_program
bcci	/organization /organization/company
waman	/location /person/artist /location/city /person
ergenekon	/organization /event
varman	/person/actor /person/artist /person/director /person
anacampsis	/living_thing
polyommatus	/living_thing
dunkel	/person/artist /location/city /location /person/musician /art/film
broadgreen	/location
stoff	/person/author /person
mugur	/person/actor /person
kongo	/art/film /location /location/city /play /written_work
melville	/person/actor /product /building /person/director /person/musician /written_work /art /location /person/artist /location/city /person/author /person
ruthin	/location/city /location
fanny	/person/artist /art/film /product/ship /play /person/musician /written_work /person
clavaria	/living_thing
incinerator	/person/artist /product /written_work /person/musician
lattes	/organization /organization/company
odg	/person/musician /person/artist
cnephasia	/living_thing
harvested	/organization /organization/company
brm	/organization/sports_team /organization /person/artist /organization/company
yamazaki	/person/actor /location /person/artist /person
macandrews	/organization /organization/company
patancheru	/location/city /location
adamantium	/person/musician /person/artist
heliamphora	/living_thing
shp	/organization /biology
bereft	/person/artist /art/film /person/musician /broadcast_program
misericordia	/person/artist /person/musician /written_work
hafler	/organization /organization/company
marsaxlokk	/organization/sports_team /location/city /location /organization
maius	/person/artist /person
lambeth	/location/city /location
diagonals	/person/musician /person/artist
cullum	/location/city /location /written_work
footloose	/music /person/artist /play /person/musician /written_work /art/film /product /person
chelonia	/living_thing
atkins	/person/actor /person/artist /person /written_work /location /location/city /organization /organization/company
lieben	/person
trema	/living_thing /organization /organization/company
khonj	/location/city /location
misiones	/location
galia	/living_thing /music /person/artist /written_work /food /art/film /location /art /location/city /person
spelt	/living_thing /food
intravenous	/music /product
naamah	/person/musician /person/artist /person
chloe	/music /person/actor /person/artist /person/director /person/musician /written_work /art/film /location /location/city /organization /organization/company /person
